t,x,y,z
1721196240541,0.4897120373206213,-2.298304998934269,-1.0323235248535871
1721196240558,-0.10110210264427587,-1.190504500553012,-1.0143658433586358
1721196240574,-0.09016379839209838,-0.6145926183015108,-1.1582897456467152
1721196240594,0.14002641992550344,-0.2583124980121851,-0.9951432564944028
1721196240607,0.1482211610905826,-0.20992460694015025,-0.9356845208317041
1721196240623,-0.10680341042526997,-0.4281108462691307,-0.5632236655920744
1721196240641,-0.16034029089147225,-0.28068741142749787,-0.565023993012309
1721196240658,0.09733826573188416,0.21870412572324274,-0.3987994115889072
1721196240674,0.14494526295876128,0.5217623589128255,-0.48661739577352997
1721196240691,0.025177732408978044,0.6967471698969602,-0.35781975094676016
1721196240707,-0.04630927643338218,0.7859791125327348,-0.4044523227840662
1721196240724,0.007781630319543182,1.1756102982819079,-0.36011516840755936
1721196240741,0.006299976927042007,1.49627549983263,-0.20147768111228942
1721196240757,-0.06023848786354065,1.308023795518279,-0.19274843121170995
1721196240774,-0.09824156211400405,0.2556616912424564,-0.08566928171813487
1721196240791,0.02514498091684654,0.046722003686428065,-0.11096008258014917
1721196240807,0.06986583738131448,0.8652367736428975,-0.20254764843136072
1721196240824,-0.037731691696867346,1.4277566748797892,-0.24589754533618688
1721196240841,-0.18201732170311732,1.0745908872187138,-0.09183744895905256
1721196240857,-0.11323407366042956,0.3826584241271019,0.009623276130855084
1721196240874,0.04454089678768068,0.1515682795614004,0.07954407683610916
1721196240891,-0.08810083798030391,1.1329776097357271,-0.01039542954713106
1721196240907,-0.212464190154057,1.2506757683992384,-0.011021744751930237
1721196240924,-0.2668202506491914,0.7135679563164711,0.15109189422130584
1721196240941,-0.19303397015482185,0.5165063380807637,0.07590250546336173
1721196240957,-0.11428171954983844,0.45288639108538625,0.1568224006973207
1721196240974,-0.15773082077912987,0.6553945842891931,0.1800017623633146
1721196240991,-0.3546708219291642,0.9512287114441395,0.29583018163219094
1721196241007,-0.4807327216491103,0.9046925857186316,0.29077742828726766
1721196241024,-0.4583839290557429,0.29604221694767474,0.3380383611559868
1721196241041,-0.25792744421735403,0.016927753925323485,0.2916881133913994
1721196241057,-0.22366481687054038,0.06956102748215198,0.20085399625599384
1721196241074,-0.1584702775022015,0.16016308942735194,0.10438684166967868
1721196241091,-0.03893313990850002,0.12274492065906524,0.08018924287185072
1721196241107,0.17410731576355173,-0.005645896932482719,-0.010553542718291281
1721196241124,0.3281281578425318,0.03569149110615253,-0.0885048704702407
1721196241141,0.48972672343309964,0.26000878053605553,-0.08135485258512198
1721196241157,0.4986178128318861,0.3549900804787874,-0.08156878759674728
1721196241174,0.3875726092515513,0.37015959255993364,0.000583864302560687
1721196241191,0.3232420297687873,0.24246844767034054,0.013577895508147775
1721196241206,0.3760002814121544,0.24871347953975198,-0.017635025411844252
1721196241224,0.3409340095322579,0.3044306905865669,-0.006941197440028191
1721196241241,0.27444791424972936,0.40111119566261766,-0.0011193594187498092
1721196241257,0.06995497240291443,0.4642231931358576,0.06817454155981541
1721196241274,0.01002874252605252,0.3922130189359188,0.03670676909592002
1721196241291,0.1528816089159809,0.19243045130372047,-0.0005991714695468544
1721196241307,0.1987899033330381,0.04956745624542236,-0.026636077991127965
1721196241324,0.13499598801024257,0.08786942211091518,-0.07510930925905704
1721196241341,-0.11880412887772544,0.047452071526646614,-0.01159397341562435
1721196241357,-0.09399758613500743,-0.07450725171267986,-0.04840482394052669
1721196241374,-0.011445482022757641,-0.34172844784557815,0.019618326449859887
1721196241391,0.10437695046332664,-0.3734720781087875,-0.022205986589193344
1721196241407,0.05945130584149155,-0.08573065651655197,-0.10152150623328052
1721196241424,0.013403351791994646,0.13852233550548554,-0.13639820122467353
1721196241441,-0.05760233524024952,0.3496317683160305,-0.17817863858938215
1721196241457,-0.057021023654378944,0.385284096455574,-0.16372399677932262
1721196241474,-0.03522522301798453,0.09135200352966785,-0.11626432646811008
1721196241491,-0.00965202501801541,0.027269699719548224,-0.06466507213413715
1721196241507,-0.009177870450913906,0.13009177629053592,-0.05419160891473293
1721196241524,-0.008510862476122564,0.3063566902130842,-0.06654781714081764
1721196241541,-0.027602963961637576,0.2693734057307243,0.011546645408868789
1721196241557,-0.02033448906231206,0.0887269157230854,0.07496610139608383
1721196241574,-0.047177318839030334,0.057086161312460894,0.017446809363365172
1721196241591,0.021941115974774585,0.06447393347620964,-0.012734393888711929
1721196241607,0.03634902343312278,0.09147124599516392,0.0191243894700543
1721196241624,0.028906598472688345,0.09630991819798945,0.046477673536539074
1721196241640,0.023222022630786522,0.09861468800902366,0.050748190462589264
1721196241657,-0.00021761567289941012,-0.08892214603424071,0.05214869577712379
1721196241674,-0.007823761561373248,-0.06107318512201309,-0.02654546796507202
1721196241691,-0.014428173928242177,0.00663841510117054,-0.0628583058399614
1721196241707,0.006907971023861318,0.14065525588095187,-0.12162029141015372
1721196241724,0.016052258865581825,0.15362813470065592,-0.11600889040231704
1721196241741,-0.05013172079836949,0.12130232063531875,-0.05281856699585914
1721196241757,-0.039237401818390936,0.00608545739352703,-0.04275426453265827
1721196241774,-0.028898981421813366,-0.16073182922601698,0.019684354590508154
1721196241792,-0.024231336670648307,-0.17379063276350498,0.020438387828203848
1721196241807,-0.08569792329072952,0.0559486817151308,-0.06613279746598563
1721196241824,-0.12270825104364193,0.15674831254780291,-0.028888240832090375
1721196241841,-0.13806012482121585,0.24184067116081714,-0.09101122726798057
1721196241857,-0.08162743158196098,0.039813539472222326,-0.06391629959344863
1721196241874,-0.05553460275521502,-0.06929156289100646,-0.04477787474817596
1721196241891,-0.03490714492858387,-0.14129706091582775,-0.01590134262018837
1721196241907,-0.0796756125275977,-0.11502104840874672,0.006209960556030273
1721196241924,-0.0014857450457289815,0.014053075271844863,-0.02711129428744316
1721196241941,0.014118797451816498,0.1196533843845129,-0.021250882388022727
1721196241958,-0.03901577669065445,0.04300736707746982,-0.020724812687304802
1721196241974,-0.03669343469031155,0.0036719665110111236,0.028186814564466475
1721196241991,-0.032305465397052466,0.043669045856595035,0.03540097916040104
1721196242007,-0.019229856855235993,0.14050269566774368,0.0496539746182505
1721196242024,0.04683532786779106,0.17662848653793334,0.050776247513294216
1721196242041,0.05781535236984491,0.16234218703210354,0.07438625568151473
1721196242058,0.016638853981345892,0.12622516399025915,0.09435585238761268
1721196242074,0.023657756300084293,0.029923429098725318,0.17788637764453888
1721196242092,0.008652093011140822,0.042101358148455614,0.19681553452014922
1721196242108,0.05902160462075844,0.07386427763402462,0.25307342831492424
1721196242124,0.05877988655306399,0.25384499720931053,0.3465232809066772
1721196242142,0.10184822657015175,0.17105097866654395,0.3275894478559494
1721196242159,0.03430706927673891,-0.1188432370454073,0.4567150094628334
1721196242174,-0.0076338741456158455,-0.17501111446917056,0.5124082551121711
1721196242191,-0.009702844173088669,-0.006900280907750129,0.5013093534708023
1721196242208,-0.02168157912259921,0.16330723267197608,0.4698410330176353
1721196242224,-0.017141232279222457,0.2778799527913332,0.4295885176062584
1721196242241,0.05545119878808036,0.16822247724235057,0.4699427763590589
1721196242259,0.04633921491391957,-0.17804595212042332,0.6019055706858635
1721196242273,0.004778740442823618,-0.10784253508150576,0.590996054136753
1721196242291,-0.04579747272003442,0.6628185968101025,0.5537000504434109
1721196242307,-0.07003624377846718,0.8796908309310674,0.5819581766784191
1721196242324,-0.0746226765195839,0.9558271451503038,0.5658545986175537
1721196242340,0.04917162532825023,1.0553455040007829,0.5367196895480155
1721196242358,0.07491451733931899,1.1350935789763927,0.5778945805013179
1721196242374,-0.061033656829223036,1.6037848574370144,0.5292530434617773
1721196242391,-0.11026272969944402,1.9152666355788706,0.5322738525876775
1721196242407,-0.09075235713608562,1.9204659577876328,0.6151438224434852
1721196242424,-0.07130863833446055,1.6323229696571826,0.6691583212256431
1721196242441,0.0743759169505909,1.9991034411728381,0.39516602352261543
1721196242457,0.09441528182411565,2.280760574415326,0.24960483888890592
1721196242474,0.032827644373942165,2.2134388502925635,0.26189970884919167
1721196242491,0.049737880908884105,1.670334428143501,0.2548362732689827
1721196242508,0.13551385613819583,1.7017980724215507,0.13869411187581718
1721196242524,0.6395675581473856,1.9083540797114371,-0.1167383737206459
1721196242541,1.047529642618075,1.1959528290867805,-0.19239647596888243
1721196242558,0.7654778840348124,-1.6450363207578658,0.08061733209080994
1721196242574,-0.031681223418330774,-2.1768676537424323,0.04133388090729713
1721196242591,0.20854939133049918,-1.292742055234313,-1.1194601026453077
1721196242608,0.39889571157023307,-5.026535784605145,-0.1613327177286148
1721196242624,-0.09290848485720343,-6.698759387496113,0.3946985521413386
1721196242641,-1.2201182061154394,-8.36969879579544,1.1792214745163916
1721196242657,-1.1840956564240157,-8.885290941640735,1.0326466193281114
1721196242674,-0.5191250692117959,-11.086784502595663,1.0966565885543822
1721196242691,-0.4143152528896928,-11.830958025056123,1.3390075473248957
1721196242707,-0.37949338422492146,-13.618632884466647,1.203108692190796
1721196242724,-0.23101357219815252,-14.120439081543683,1.1881250580705702
1721196242741,0.155865282635577,-13.718789541220664,1.6912907069325447
1721196242757,-0.12782222392335532,-7.803314035823941,0.791066133473441
1721196242774,-0.17265921758078037,-4.2901264664053915,0.19017755781039594
1721196242791,-0.02704425693321973,0.7222159576743841,-0.48342890193052585
1721196242807,-0.018562771248631177,2.1733944246739147,-0.7579821945171803
1721196242824,-0.245154892009031,5.280020716330409,-1.156910347052291
1721196242841,-0.4182291383977979,6.8904322984308,-1.5217033710777759
1721196242857,-0.4903866121139377,9.114088006833196,-2.0341993044734
1721196242874,-0.39091786455884575,9.7040553024441,-2.4106407537817955
1721196242891,-0.013256974724400787,10.499857889854907,-2.782208459573984
1721196242906,0.3853272049449384,9.819112006688117,-3.300618585449457
1721196242924,0.23126732776351272,9.703870009005069,-3.381411201041937
1721196242941,0.04497899594400078,9.882939458954334,-3.2466531865060326
1721196242957,0.14142017583884298,9.868228212034701,-3.158734080034494
1721196242974,0.5714424452198669,9.162648916384578,-2.723911753427982
1721196242991,0.7962853294264525,8.65860692307949,-2.5111235737502575
1721196243006,0.8071205386303365,8.315853223839401,-2.0125684874236582
1721196243024,0.6221116886947303,8.557405141186713,-1.9142391922272741
1721196243041,0.4782362286582589,9.402788044324517,-1.9528641064368186
1721196243057,0.11628818226773291,10.336231508231162,-2.1653344523370266
1721196243074,-0.19985760562978683,10.363417621320485,-2.173279419992119
1721196243091,-0.7490126330547034,9.474396067464351,-0.7948723208233713
1721196243107,-0.5831196216732263,7.461880187010765,-0.48693727537766096
1721196243124,0.09684648189325816,1.9851099871337412,0.151450644531101
1721196243141,0.3314566812107339,-0.9807634334862232,1.1278710803769527
1721196243157,-0.01115645649790531,-7.822993718805908,2.8848002345204353
1721196243174,-0.4573571798238903,-11.740334920322894,3.473239589911699
1721196243191,0.19292524908334016,-10.98637650142908,3.562252921360731
1721196243207,1.2236934342537074,-13.207947804772854,3.6134856804698705
1721196243224,0.9586596651624888,-10.312221687090396,2.715512173873186
1721196243241,-0.06963646733853966,-8.521542969688772,0.7730956655621528
1721196243257,-0.5554553696781397,-8.86187265665233,0.37990532602667804
1721196243274,-0.7599435577180236,-9.163169140866398,0.1720936195872724
1721196243291,-0.627827216797322,-8.621836989086866,0.1077941658951342
1721196243307,-0.18139721704339606,-7.047080657735466,0.24311551340222357
1721196243324,-0.006530195211543468,-5.901237721207737,0.22295871442779897
1721196243341,0.18136004510447382,-2.8067560408532617,0.05349763530120253
1721196243357,0.19058007419668138,-1.2757540955543518,-0.009375731110572815
1721196243374,0.07055405710749328,2.15301857612133,0.07235080433115362
1721196243391,-0.004894941567862406,3.7620606234341856,0.139974287879467
1721196243407,0.025896383806038648,4.373263599297404,-0.03163797793164849
1721196243424,0.3203721734208986,5.012187525779009,-0.2964990208044648
1721196243441,0.5107154431870207,4.797772037160397,-0.4861272741690278
1721196243457,0.6380225937277079,2.7904063790768383,-0.23835867426395416
1721196243474,0.47827495323345065,1.7002449977606533,0.11514482091888785
1721196243491,0.11649920380306429,0.593195025485754,0.5413897271856666
1721196243507,0.10925662139682099,0.568946134892106,0.5632556681655347
1721196243524,0.48315519955568015,1.1037263808101414,0.11974267010316252
1721196243541,0.47310935063119974,0.5166910469979048,0.05230170351490378
1721196243557,0.28798133129533376,0.11884849774241446,0.13459332549348474
1721196243574,-0.02720898250825703,0.0014303250640630722,0.07200944354757666
1721196243591,-0.03378848876273259,0.1550368324548006,-0.06705766635909677
1721196243607,0.13303517279867083,0.2791635628610849,-0.26181071539148687
1721196243624,0.11373078940249978,0.07593056251406669,-0.13898513071164487
1721196243641,0.032264238337520505,-0.6120289052933454,0.1103553946852684
1721196243657,-0.10799069311423226,-0.7721557543635368,0.20916896626725792
1721196243674,-0.3009210932967253,-0.4187245937645435,0.2195860231243074
1721196243691,-0.16135796176772563,0.4979150348573923,-0.06343801455721258
1721196243707,0.024211207198072224,0.6763298202902078,-0.20025588423237203
1721196243724,0.3295676891263574,0.6386684904158115,-0.3890928410887718
1721196243741,0.26638037966089323,0.395321506345272,-0.2921301580704748
1721196243757,0.06594320231117308,-0.19788696314394472,-0.10365195152387022
1721196243774,0.016520232570357618,-0.27461305994987484,-0.05533917151466012
1721196243791,0.10386427910029887,-0.1323626438319683,-0.05678863967061042
1721196243807,0.1843573272243142,-0.0900204626649618,-0.08151639982238411
1721196243824,0.22547844216376542,0.03111585375368595,-0.01541734936237335
1721196243841,0.1653529131554067,0.15041326430737972,0.002039835264533758
1721196243857,0.14494531775768846,0.1635509782999754,0.0028873920045793056
1721196243874,0.0443965564135462,0.2254635368555784,0.03662278060689568
1721196243891,0.06995667573623358,0.17196575542390347,0.061489364707469935
1721196243907,0.07584240930657833,0.031627894929051395,0.08481281101927161
1721196243924,0.09276629077438264,0.05113163682222366,0.02487009123191237
1721196243941,0.004036854300647974,0.17892448852062223,-0.011734861457347869
1721196243957,-0.020887889727950096,0.19251462245583534,-0.015307459247112274
1721196243974,-0.10607987279053777,0.10472060366868972,0.01872691230177879
1721196243991,-0.1002749859040603,0.06700491325855255,-0.04440013661012053
1721196244007,-0.07660447972025722,0.036570612028241155,-0.02238236606940627
1721196244024,-0.1461351851293817,0.07194236966073513,0.019244798696041107
1721196244041,-0.14591723152976482,0.10339490802288055,-0.009104366823285817
1721196244057,-0.23866847086548804,0.23445406804084776,-0.015084244950488209
1721196244074,-0.25029409979470074,0.13059212702810763,0.00893149447441101
1721196244091,-0.16969974672067908,-0.2934954550743103,0.0420715475320816
1721196244107,-0.09710238374993205,-0.5005991593748331,0.030692221514135597
1721196244124,-0.004744125787168741,-0.5923486377894878,0.050642976522445676
1721196244141,-0.0015471929093822836,-0.491539070084691,0.0908872355621308
1721196244157,-0.016004172807000578,0.052801615861058235,-0.0442588284432888
1721196244174,0.001075301081314683,0.14901216533780098,-0.0639058512646705
1721196244191,0.06599712445549666,0.1532552097350359,-0.06991933940052986
1721196244207,0.10940879801753908,0.1575987918972969,-0.050215179564431306
1721196244224,0.10517854003664105,0.22856033382713795,0.002722776027396321
1721196244241,0.10039309585839509,0.3995750721365213,0.032812647734209895
1721196244257,0.0751212188925594,0.4836199675232172,0.06600311580486595
1721196244274,0.17561364693958312,0.3073334262907505,0.0794775144059211
1721196244291,0.18146335934847593,0.12105915952920913,0.12905183878354728
1721196244307,0.009863405029661952,-0.1418266377478838,0.1291653821606189
1721196244324,0.0009980711266398428,-0.04054536087810993,0.03935695481114089
1721196244341,0.0875158229002729,-0.0052998599737882615,-0.010128668369725346
1721196244357,0.06447963256463408,0.15398878470659255,-0.04175122953653335
1721196244374,0.07107289334982633,0.2721364407032728,-0.08136186684779823
1721196244391,0.13615896737501024,0.22348726834654806,-0.12430910123586654
1721196244407,0.22200411711670456,-0.028985855987668036,-0.12959661318473517
1721196244424,-0.08457209759857505,-0.10321253719329833,0.06853292654342949
1721196244441,-0.15825868057813494,-0.09384089773595332,-0.008257029278948903
1721196244457,-0.10116597992703318,0.022478958311676976,-0.06745499511361122
1721196244474,-0.17651914441194383,0.055175943776965136,0.03063128510713577
1721196244491,-0.2566234489466995,0.06770633952617645,0.07947166918702422
1721196244507,-0.3090030765360221,0.09614742111265659,0.10895962947793304
1721196244524,-0.3215401577543467,0.09900807124078273,0.08408694443013519
1721196244541,-0.20033797302525488,0.031518589335680004,0.004484415405057371
1721196244557,-0.1631839350858703,0.09098901543617248,-0.021033435678482055
1721196244574,-0.11152542484533041,0.08843640834391117,0.022391864550113678
1721196244591,0.024077735277824103,-0.1331909113496542,0.1570446286132559
1721196244607,0.2357747221853584,-0.5104764102667569,0.10018469553841278
1721196244624,0.43175135819595306,-0.45828854238986966,-0.047767165357805785
1721196244641,0.5538326273145153,-0.21058920832872388,-0.15965634548161178
1721196244657,-0.04306417529862374,-0.22695289863049983,0.07214985666526481
1721196244674,0.08695786022394895,-0.14572832136154173,-0.005675762347783893
1721196244690,0.0620055706012994,-0.2239560549020767,0.10072715011835098
1721196244707,-0.024143311327323315,-0.09528758941292763,0.1009960301876068
1721196244724,-0.1576102996720001,0.09334697673916816,0.12243161692619323
1721196244741,-0.2080900119241327,0.11951309913098812,0.14818685696218162
1721196244757,-0.20842264141198247,0.27453590306043624,-0.061449580686353145
1721196244774,0.020004384891688824,0.2822866633176803,-0.14714989686356855
1721196244791,0.1788276040174067,0.34033553218245505,-0.30969372568130493
1721196244808,0.46387014191448683,0.5100935484290122,-0.34653964751958843
1721196244824,0.4284039109315723,0.2417021394729614,-0.2311690367545001
1721196244841,0.258464254507795,-0.07472294028997421,0.06612462329268455
1721196244857,0.16968177267257123,-0.15992343545258045,0.04555996503657661
1721196244874,-0.06839264128990472,0.10287176093161106,-0.07503508411222137
1721196244891,-0.22234613548740742,0.2364963875234127,-0.03796703938927967
1721196244908,-0.19561808663019908,-0.07871171766519545,-0.05805939025878906
1721196244924,-0.1966398856922984,-0.2762380308032036,0.004610124429369171
1721196244941,0.07876514661917462,-0.8032868056863546,-0.027719781574606892
1721196244957,0.331360710022971,-0.8638777602493762,0.04243628919124603
1721196244974,0.13970837608543224,-0.5520429308861494,-0.14300211126804352
1721196244992,0.00729862344241701,-0.2523720020473003,-0.08448211776018143
1721196245008,-0.08537026223894208,-0.2811749026834965,-0.025033903491497037
1721196245024,-0.16005392996445297,-0.43678222850263115,0.09693594114184378
1721196245041,-0.09491758705675601,-0.40624446689784527,0.05587212304731365
1721196245057,-0.20346808774452654,0.1504004048258066,-0.30560090340971946
1721196245074,-0.2590907523756847,-0.10766600947082042,-0.3135071464896202
1721196245091,-0.6014363457389176,0.04575871161222458,-0.06490295427693053
1721196245107,-0.37935894419029353,0.49371641412377354,-0.07758125233054161
1721196245124,-0.21490595728298648,0.27589550097584725,0.07593290060162544
1721196245141,0.014256105296965688,0.055007016950845714,0.06374209380401298
1721196245157,0.07914788059275597,-0.07500818697214126,-0.03182259551724419
1721196245174,0.18105306151453404,-0.394676194179058,-0.05458152154777199
1721196245191,0.25574692184049636,-0.24498715249300002,-0.04031915090680122
1721196245208,0.20227400085544212,0.4239660015493631,-0.1331693205723539
1721196245224,0.19326755971498785,0.6658329761952161,-0.1729693795084953
1721196245241,0.38018480055518444,0.5294377158463001,-0.14408234425280242
1721196245257,0.15547339724116027,0.6801940945029258,-0.21054946084022522
1721196245274,0.036530663610342885,0.7329162153869867,-0.26573537802193314
1721196245291,-0.0027404304150957614,0.5811071128070354,-0.11139350556135177
1721196245308,0.04535005317952018,0.3583019815057516,0.021914858155511318
